event_name,event_date,event_location,fighter_1,fighter_2,winner,weight_class,method,round,time,f1_kd,f1_sig_str,f1_sig_str_percent,f1_total_str,f1_td,f1_td_percent,f1_sub_att,f1_rev,f1_ctrl,f1_sig_str_head,f1_sig_str_body,f1_sig_str_leg,f1_sig_str_distance,f1_sig_str_clinch,f1_sig_str_ground,f2_kd,f2_sig_str,f2_sig_str_percent,f2_total_str,f2_td,f2_td_percent,f2_sub_att,f2_rev,f2_ctrl,f2_sig_str_head,f2_sig_str_body,f2_sig_str_leg,f2_sig_str_distance,f2_sig_str_clinch,f2_sig_str_ground
UFC on FOX: Shevchenko vs. Pena,"January 28, 2017","Denver, Colorado, USA",Jason Knight,Alex Caceres,Jason Knight,Featherweight,SUB Rear Naked Choke,2,4:21,0,22 of 46,47%,22 of 46,0 of 0,---,0,0,0:01,47%,12 of 33,4 of 6,6 of 7,22 of 46,0 of 0,0,17 of 64,26%,17 of 65,1 of 3,33%,1,0,0:36,26%,9 of 53,1 of 1,7 of 10,17 of 64,0 of 0
UFC on FOX: Shevchenko vs. Pena,"January 28, 2017","Denver, Colorado, USA",Francis Ngannou,Andrei Arlovski,Francis Ngannou,Heavyweight,KO/TKO Punch,1,1:32,0,3 of 9,33%,3 of 9,0 of 0,---,0,0,0:00,33%,1 of 5,0 of 1,2 of 3,3 of 9,0 of 0,1,8 of 13,61%,8 of 14,0 of 0,---,0,0,0:03,61%,8 of 13,0 of 0,0 of 0,4 of 9,0 of 0
UFC on FOX: Shevchenko vs. Pena,"January 28, 2017","Denver, Colorado, USA",Jorge Masvidal,Donald Cerrone,Jorge Masvidal,Welterweight,KO/TKO Punches,2,1:00,0,29 of 58,50%,29 of 58,0 of 1,0%,0,0,0:00,50%,10 of 38,6 of 6,13 of 14,29 of 58,0 of 0,1,40 of 72,55%,40 of 72,0 of 0,---,0,0,0:02,55%,29 of 55,8 of 13,3 of 4,37 of 66,0 of 1
UFC on FOX: Shevchenko vs. Pena,"January 28, 2017","Denver, Colorado, USA",Valentina Shevchenko,Julianna Pena,Valentina Shevchenko,Women's Bantamweight,SUB Armbar,2,4:29,0,8 of 12,66%,25 of 29,2 of 2,100%,0,0,2:43,66%,5 of 9,3 of 3,0 of 0,0 of 3,3 of 3,0,20 of 24,83%,46 of 53,0 of 1,0%,0,0,1:53,83%,0 of 0,17 of 21,3 of 3,0 of 0,20 of 24
UFC on FOX: Shevchenko vs. Pena,"January 28, 2017","Denver, Colorado, USA",Sam Alvey,Nate Marquardt,Sam Alvey,Middleweight,U-DEC,3,5:00,0,10 of 14,71%,22 of 26,0 of 0,---,0,0,0:20,71%,1 of 4,4 of 5,5 of 5,6 of 9,4 of 5,0,8 of 17,47%,11 of 22,0 of 0,---,0,0,1:29,47%,2 of 8,4 of 4,2 of 5,4 of 13,4 of 4
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",Aleksei Oleinik,Viktor Pesta,Aleksei Oleinik,Heavyweight,SUB Ezekiel Choke,1,2:57,0,7 of 15,46%,11 of 19,0 of 0,---,1,0,0:34,46%,4 of 12,0 of 0,3 of 3,7 of 15,0 of 0,0,7 of 19,36%,18 of 31,1 of 1,100%,0,0,1:43,36%,7 of 19,0 of 0,0 of 0,3 of 11,0 of 0
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",Joachim Christensen,Bojan Mihajlovic,Joachim Christensen,Light Heavyweight,KO/TKO Punches,3,2:05,0,6 of 14,42%,14 of 23,0 of 0,---,0,0,0:06,42%,3 of 10,1 of 2,2 of 2,6 of 14,0 of 0,0,14 of 37,37%,57 of 82,0 of 0,---,0,0,2:39,37%,10 of 32,4 of 4,0 of 1,7 of 24,3 of 4
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",Walt Harris,Chase Sherman,Walt Harris,Heavyweight,KO/TKO Knee,2,2:41,0,14 of 43,32%,15 of 44,0 of 0,---,0,0,0:00,32%,11 of 36,2 of 6,1 of 1,14 of 40,0 of 3,0,13 of 36,36%,13 of 36,0 of 0,---,0,0,0:00,36%,3 of 23,7 of 9,3 of 4,13 of 36,0 of 0
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",Nina Nunes,Jocelyn Jones-Lybarger,Nina Nunes,Women's Strawweight,SUB Rear Naked Choke,3,3:39,0,10 of 43,23%,21 of 54,0 of 0,---,0,0,0:00,23%,5 of 35,1 of 2,4 of 6,9 of 38,1 of 5,0,23 of 55,41%,38 of 73,1 of 1,100%,0,0,2:15,41%,17 of 42,3 of 6,3 of 7,14 of 40,4 of 6
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",Anthony Rocco Martin,Alex White,Anthony Rocco Martin,Lightweight,U-DEC,3,5:00,0,10 of 21,47%,32 of 47,1 of 2,50%,0,0,4:14,47%,7 of 17,3 of 4,0 of 0,2 of 8,2 of 4,0,3 of 9,33%,6 of 13,0 of 0,---,0,0,0:00,33%,2 of 6,1 of 2,0 of 1,1 of 6,2 of 3
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",Cyril Asker,Dmitrii Smoliakov,Cyril Asker,Heavyweight,KO/TKO Punches,1,2:41,0,5 of 10,50%,28 of 35,0 of 1,0%,0,0,0:00,50%,2 of 5,3 of 5,0 of 0,5 of 10,0 of 0,0,19 of 47,40%,39 of 90,1 of 1,100%,0,0,1:22,40%,19 of 47,0 of 0,0 of 0,2 of 9,0 of 0
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",Augusto Mendes,Frankie Saenz,Augusto Mendes,Bantamweight,S-DEC,3,5:00,0,15 of 40,37%,15 of 40,0 of 0,---,0,0,0:00,37%,4 of 23,5 of 11,6 of 6,13 of 36,2 of 4,0,16 of 39,41%,28 of 52,1 of 3,33%,0,0,0:51,41%,11 of 31,2 of 3,3 of 5,11 of 30,5 of 8
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",Drakkar Klose,Devin Powell,Drakkar Klose,Lightweight,U-DEC,3,5:00,0,5 of 17,29%,20 of 32,0 of 0,---,0,0,0:02,29%,0 of 9,4 of 6,1 of 2,2 of 11,3 of 6,0,23 of 30,76%,36 of 43,1 of 1,100%,0,0,3:17,76%,5 of 11,16 of 17,2 of 2,4 of 8,17 of 20
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",Sergio Pettis,John Moraga,Sergio Pettis,Flyweight,U-DEC,3,5:00,0,16 of 47,34%,20 of 51,0 of 0,---,0,0,0:22,34%,13 of 40,1 of 4,2 of 3,15 of 45,1 of 2,0,19 of 70,27%,19 of 70,1 of 1,100%,0,0,0:25,27%,18 of 67,0 of 2,1 of 1,18 of 68,1 of 2
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",Ben Saunders,Court McGee,Ben Saunders,Welterweight,U-DEC,3,5:00,0,19 of 60,31%,21 of 63,0 of 0,---,0,0,0:01,31%,5 of 36,2 of 9,12 of 15,16 of 53,3 of 7,0,22 of 52,42%,22 of 52,0 of 0,---,0,0,0:00,42%,8 of 32,13 of 18,1 of 2,18 of 43,4 of 9
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",Joe Lauzon,Marcin Held,Joe Lauzon,Lightweight,S-DEC,3,5:00,0,15 of 33,45%,20 of 38,0 of 0,---,0,0,0:32,45%,13 of 31,2 of 2,0 of 0,4 of 19,11 of 13,0,6 of 27,22%,9 of 30,1 of 1,100%,0,0,2:32,22%,5 of 22,0 of 2,1 of 3,5 of 22,1 of 5
UFC Fight Night: Rodriguez vs. Penn,"January 15, 2017","Phoenix, Arizona, USA",Yair Rodriguez,BJ Penn,Yair Rodriguez,Featherweight,KO/TKO Punches,2,0:24,0,37 of 73,50%,38 of 75,0 of 0,---,0,0,0:00,50%,15 of 45,15 of 19,7 of 9,32 of 66,5 of 7,0,4 of 22,18%,7 of 27,0 of 0,---,0,0,0:22,18%,4 of 22,0 of 0,0 of 0,3 of 21,1 of 1
UFC 207: Nunes vs. Rousey,"December 30, 2016","Las Vegas, Nevada, USA",Alex Oliveira,Tim Means,NC,Welterweight,CNC,1,3:33,1,6 of 10,60%,9 of 13,1 of 4,25%,0,0,1:19,60%,3 of 7,3 of 3,0 of 0,5 of 9,1 of 1,0,17 of 23,73%,24 of 31,1 of 1,100%,0,0,1:02,73%,9 of 13,6 of 8,2 of 2,6 of 9,6 of 7
UFC 207: Nunes vs. Rousey,"December 30, 2016","Las Vegas, Nevada, USA",Niko Price,Brandon Thatch,Niko Price,Welterweight,SUB Arm Triangle,1,4:30,0,8 of 14,57%,9 of 15,0 of 0,---,2,0,0:01,57%,4 of 9,0 of 0,4 of 5,5 of 11,3 of 3,0,6 of 16,37%,18 of 30,1 of 4,25%,2,0,2:51,37%,3 of 12,1 of 1,2 of 3,4 of 12,1 of 1
UFC 207: Nunes vs. Rousey,"December 30, 2016","Las Vegas, Nevada, USA",Alex Garcia,Mike Pyle,Alex Garcia,Welterweight,KO/TKO Punch,1,3:34,0,5 of 24,20%,6 of 25,0 of 0,---,0,0,0:00,20%,2 of 21,2 of 2,1 of 1,5 of 23,0 of 1,1,14 of 29,48%,19 of 34,1 of 2,50%,0,0,1:29,48%,13 of 27,1 of 2,0 of 0,12 of 26,1 of 1
UFC 207: Nunes vs. Rousey,"December 30, 2016","Las Vegas, Nevada, USA",Antonio Carlos Junior,Marvin Vettori,Antonio Carlos Junior,Middleweight,U-DEC,3,5:00,0,13 of 33,39%,14 of 34,1 of 5,20%,0,0,2:09,39%,6 of 23,2 of 4,5 of 6,11 of 28,2 of 5,0,5 of 21,23%,38 of 56,0 of 0,---,0,0,0:10,23%,3 of 19,1 of 1,1 of 1,5 of 21,0 of 0
UFC 207: Nunes vs. Rousey,"December 30, 2016","Las Vegas, Nevada, USA",Neil Magny,Johny Hendricks,Neil Magny,Welterweight,U-DEC,3,5:00,0,7 of 14,50%,15 of 24,1 of 1,100%,0,0,2:52,50%,4 of 11,1 of 1,2 of 2,5 of 7,0 of 2,0,18 of 33,54%,38 of 54,1 of 1,100%,1,0,0:00,54%,10 of 21,4 of 7,4 of 5,11 of 25,0 of 0
UFC 207: Nunes vs. Rousey,"December 30, 2016","Las Vegas, Nevada, USA",Ray Borg,Louis Smolka,Ray Borg,Flyweight,U-DEC,3,5:00,0,1 of 12,8%,2 of 13,0 of 0,---,0,0,0:38,8%,1 of 10,0 of 2,0 of 0,1 of 11,0 of 1,0,10 of 13,76%,13 of 17,1 of 1,100%,0,0,3:06,76%,8 of 11,2 of 2,0 of 0,1 of 2,2 of 2
UFC 207: Nunes vs. Rousey,"December 30, 2016","Las Vegas, Nevada, USA",Dong Hyun Kim,Tarec Saffiedine,Dong Hyun Kim,Welterweight,S-DEC,3,5:00,0,11 of 45,24%,21 of 55,1 of 3,33%,0,0,1:11,24%,10 of 44,1 of 1,0 of 0,9 of 43,2 of 2,0,22 of 36,61%,22 of 36,2 of 4,50%,0,0,1:05,61%,17 of 30,5 of 6,0 of 0,14 of 26,8 of 10
UFC 207: Nunes vs. Rousey,"December 30, 2016","Las Vegas, Nevada, USA",TJ Dillashaw,John Lineker,TJ Dillashaw,Bantamweight,U-DEC,3,5:00,0,13 of 30,43%,37 of 56,1 of 1,100%,0,0,1:34,43%,6 of 21,4 of 5,3 of 4,11 of 24,0 of 0,0,12 of 40,30%,12 of 40,1 of 2,50%,0,0,0:05,30%,6 of 28,6 of 12,0 of 0,11 of 35,0 of 3
UFC 207: Nunes vs. Rousey,"December 30, 2016","Las Vegas, Nevada, USA",Cody Garbrandt,Dominick Cruz,Cody Garbrandt,Bantamweight,U-DEC,5,5:00,0,20 of 50,40%,20 of 50,0 of 2,0%,0,0,0:00,40%,9 of 37,4 of 4,7 of 9,20 of 50,0 of 0,0,12 of 38,31%,12 of 38,1 of 1,100%,0,0,0:09,31%,5 of 30,3 of 4,4 of 4,11 of 37,1 of 1
UFC 207: Nunes vs. Rousey,"December 30, 2016","Las Vegas, Nevada, USA",Amanda Nunes,Ronda Rousey,Amanda Nunes,Women's Bantamweight,KO/TKO Punches,1,0:48,0,27 of 47,57%,27 of 47,0 of 0,---,0,0,0:00,57%,23 of 43,3 of 3,1 of 1,27 of 46,0 of 1,0,7 of 14,50%,7 of 14,0 of 0,---,0,0,0:00,50%,6 of 12,1 of 1,0 of 1,7 of 14,0 of 0
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Colby Covington,Bryan Barberena,Colby Covington,Welterweight,U-DEC,3,5:00,0,8 of 26,30%,30 of 48,0 of 0,---,0,0,0:00,30%,5 of 23,0 of 0,3 of 3,5 of 22,3 of 4,0,15 of 32,46%,18 of 35,6 of 7,85%,0,0,3:25,46%,8 of 22,2 of 5,5 of 5,10 of 27,4 of 4
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Sultan Aliev,Bojan Velickovic,Sultan Aliev,Welterweight,S-DEC,3,5:00,0,14 of 25,56%,36 of 48,0 of 0,---,0,0,0:00,56%,0 of 7,5 of 9,9 of 9,12 of 23,2 of 2,0,5 of 10,50%,12 of 18,1 of 1,100%,0,0,2:02,50%,4 of 9,0 of 0,1 of 1,2 of 6,2 of 3
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Hector Sandoval,Fredy Serrano,Hector Sandoval,Flyweight,U-DEC,3,5:00,0,15 of 24,62%,16 of 25,1 of 7,14%,0,0,0:48,62%,7 of 15,8 of 9,0 of 0,8 of 14,7 of 10,0,6 of 27,22%,6 of 27,0 of 3,0%,0,0,0:04,22%,1 of 21,3 of 4,2 of 2,4 of 22,2 of 5
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Leslie Smith,Irene Aldana,Leslie Smith,Women's Bantamweight,U-DEC,3,5:00,1,67 of 153,43%,70 of 156,0 of 0,---,0,0,0:13,43%,56 of 137,5 of 10,6 of 6,54 of 127,7 of 12,0,37 of 93,39%,37 of 93,0 of 0,---,0,0,0:00,39%,27 of 82,3 of 3,7 of 8,31 of 84,6 of 9
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Josh Emmett,Scott Holtzman,Josh Emmett,Lightweight,U-DEC,3,5:00,0,11 of 31,35%,13 of 34,1 of 4,25%,0,0,0:57,35%,6 of 26,5 of 5,0 of 0,1 of 17,7 of 9,0,23 of 48,47%,37 of 65,1 of 1,100%,0,0,1:26,47%,12 of 33,11 of 15,0 of 0,12 of 29,8 of 14
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Alex Morono,James Moontasri,Alex Morono,Welterweight,U-DEC,3,5:00,0,15 of 25,60%,15 of 25,0 of 0,---,0,0,0:00,60%,2 of 9,8 of 11,5 of 5,15 of 25,0 of 0,0,18 of 39,46%,18 of 39,0 of 0,---,0,0,0:00,46%,5 of 22,2 of 4,11 of 13,18 of 39,0 of 0
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Eddie Wineland,Takeya Mizugaki,Eddie Wineland,Bantamweight,KO/TKO Punches,1,3:04,2,9 of 32,28%,9 of 32,0 of 0,---,0,0,0:06,28%,8 of 30,1 of 2,0 of 0,7 of 28,0 of 0,0,13 of 40,32%,13 of 40,0 of 0,---,0,0,0:00,32%,8 of 34,0 of 1,5 of 5,13 of 40,0 of 0
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Mizuto Hirota,Cole Miller,Mizuto Hirota,Featherweight,U-DEC,3,5:00,0,11 of 31,35%,11 of 31,0 of 0,---,0,0,0:00,35%,4 of 21,4 of 6,3 of 4,10 of 30,0 of 0,0,23 of 48,47%,47 of 74,4 of 4,100%,0,0,2:27,47%,15 of 38,3 of 5,5 of 5,16 of 30,1 of 1
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Urijah Faber,Brad Pickett,Urijah Faber,Bantamweight,U-DEC,3,5:00,1,33 of 51,64%,44 of 64,0 of 1,0%,0,0,1:57,64%,30 of 46,2 of 4,1 of 1,11 of 23,1 of 1,0,3 of 22,13%,3 of 22,1 of 1,100%,0,0,0:27,13%,1 of 15,0 of 0,2 of 7,3 of 21,0 of 1
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Mickey Gall,Sage Northcutt,Mickey Gall,Welterweight,SUB Rear Naked Choke,2,1:40,0,7 of 12,58%,15 of 20,0 of 0,---,0,0,0:59,58%,2 of 7,2 of 2,3 of 3,3 of 7,1 of 1,0,4 of 10,40%,17 of 24,2 of 2,100%,2,0,2:46,40%,3 of 8,0 of 1,1 of 1,1 of 3,0 of 0
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Paul Craig,Henrique da Silva,Paul Craig,Light Heavyweight,SUB Armbar,2,1:59,0,12 of 15,80%,17 of 22,1 of 3,33%,0,0,2:18,80%,5 of 8,5 of 5,2 of 2,4 of 7,8 of 8,0,18 of 29,62%,36 of 47,1 of 1,100%,1,0,1:48,62%,10 of 19,8 of 10,0 of 0,3 of 9,12 of 16
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Michelle Waterson-Gomez,Paige VanZant,Michelle Waterson-Gomez,Women's Strawweight,SUB Rear Naked Choke,1,3:21,0,5 of 12,41%,9 of 16,0 of 1,0%,0,0,0:00,41%,1 of 6,2 of 3,2 of 3,4 of 11,1 of 1,0,12 of 17,70%,13 of 18,1 of 1,100%,2,0,1:47,70%,6 of 9,3 of 4,3 of 4,10 of 15,2 of 2
UFC on FOX: VanZant vs. Waterson,"December 17, 2016","Sacramento, California, USA",Alan Jouban,Mike Perry,Alan Jouban,Welterweight,U-DEC,3,5:00,0,19 of 39,48%,19 of 39,1 of 3,33%,0,0,0:42,48%,4 of 15,5 of 13,10 of 11,18 of 38,1 of 1,0,14 of 30,46%,14 of 30,0 of 0,---,0,0,0:00,46%,8 of 24,2 of 2,4 of 4,14 of 28,0 of 2
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",Max Holloway,Anthony Pettis,Max Holloway,Featherweight,KO/TKO Punches,3,4:50,0,23 of 58,39%,23 of 58,0 of 0,---,0,0,0:00,39%,11 of 36,2 of 8,10 of 14,23 of 58,0 of 0,0,19 of 56,33%,19 of 56,0 of 1,0%,0,0,0:01,33%,9 of 36,4 of 13,6 of 7,19 of 56,0 of 0
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",Viviane Pereira,Valerie Letourneau,Viviane Pereira,Women's Strawweight,S-DEC,3,5:00,0,16 of 32,50%,32 of 48,1 of 1,100%,0,0,1:46,50%,11 of 27,4 of 4,1 of 1,3 of 13,4 of 8,0,3 of 9,33%,9 of 18,0 of 0,---,0,0,1:31,33%,0 of 5,2 of 3,1 of 1,2 of 8,1 of 1
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",Donald Cerrone,Matt Brown,Donald Cerrone,Welterweight,KO/TKO Kick,3,0:34,0,34 of 72,47%,35 of 73,0 of 1,0%,0,0,0:32,47%,24 of 60,4 of 6,6 of 6,34 of 72,0 of 0,0,27 of 63,42%,29 of 65,0 of 0,---,1,0,0:00,42%,15 of 45,12 of 18,0 of 0,25 of 60,2 of 3
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",Dustin Ortiz,Zach Makovsky,Dustin Ortiz,Flyweight,S-DEC,3,5:00,0,11 of 20,55%,15 of 24,1 of 2,50%,0,1,0:30,55%,4 of 13,6 of 6,1 of 1,5 of 14,5 of 5,0,10 of 20,50%,35 of 45,1 of 3,33%,0,0,2:48,50%,5 of 13,4 of 6,1 of 1,3 of 9,6 of 9
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",Rustam Khabilov,Jason Saggo,Rustam Khabilov,Lightweight,U-DEC,3,5:00,0,7 of 22,31%,12 of 28,0 of 0,---,0,0,0:00,31%,0 of 13,2 of 2,5 of 7,7 of 22,0 of 0,0,8 of 23,34%,22 of 39,1 of 1,100%,0,0,2:05,34%,6 of 19,0 of 0,2 of 4,8 of 23,0 of 0
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",Matthew Lopez,Mitch Gagnon,Matthew Lopez,Bantamweight,U-DEC,3,5:00,1,24 of 36,66%,25 of 37,1 of 3,33%,0,0,1:23,66%,19 of 30,4 of 4,1 of 2,5 of 12,4 of 4,0,11 of 21,52%,14 of 25,1 of 1,100%,0,1,1:19,52%,5 of 14,6 of 6,0 of 1,8 of 17,2 of 2
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",Lando Vannata,John Makdessi,Lando Vannata,Lightweight,KO/TKO Kick,1,1:40,0,11 of 13,84%,11 of 13,0 of 0,---,0,0,0:00,84%,2 of 3,5 of 6,4 of 4,11 of 13,0 of 0,1,10 of 32,31%,10 of 32,0 of 0,---,0,0,0:01,31%,3 of 14,5 of 11,2 of 7,10 of 32,0 of 0
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",Olivier Aubin-Mercier,Drew Dober,Olivier Aubin-Mercier,Lightweight,SUB Rear Naked Choke,2,2:57,0,25 of 50,50%,25 of 50,0 of 0,---,0,0,0:00,50%,20 of 43,1 of 3,4 of 4,25 of 50,0 of 0,0,14 of 57,24%,15 of 58,0 of 0,---,0,0,0:00,24%,8 of 41,4 of 12,2 of 4,14 of 57,0 of 0
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",Misha Cirkunov,Nikita Krylov,Misha Cirkunov,Light Heavyweight,SUB Guillotine Choke,1,4:38,0,16 of 29,55%,26 of 40,1 of 2,50%,0,0,1:33,55%,5 of 11,6 of 10,5 of 8,12 of 24,4 of 5,0,8 of 18,44%,13 of 24,2 of 3,66%,1,1,0:40,44%,6 of 15,2 of 3,0 of 0,6 of 15,2 of 3
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",Emil Meek,Jordan Mein,Emil Meek,Welterweight,U-DEC,3,5:00,0,22 of 37,59%,23 of 38,3 of 4,75%,0,0,1:38,59%,13 of 25,6 of 8,3 of 4,20 of 33,1 of 3,0,18 of 56,32%,18 of 56,0 of 0,---,0,0,0:35,32%,9 of 42,5 of 7,4 of 7,17 of 49,1 of 7
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",Kelvin Gastelum,Tim Kennedy,Kelvin Gastelum,Middleweight,KO/TKO Punches,3,2:45,0,27 of 47,57%,30 of 50,2 of 4,50%,0,0,2:49,57%,6 of 18,8 of 15,13 of 14,11 of 27,15 of 19,0,12 of 26,46%,12 of 26,0 of 0,---,0,0,0:00,46%,10 of 23,1 of 2,1 of 1,11 of 25,1 of 1
UFC 206: Holloway vs. Pettis,"December 10, 2016","Toronto, Ontario, Canada",Cub Swanson,Dooho Choi,Cub Swanson,Featherweight,U-DEC,3,5:00,0,19 of 53,35%,22 of 56,0 of 1,0%,0,0,0:11,35%,8 of 33,6 of 8,5 of 12,14 of 46,5 of 7,0,24 of 47,51%,27 of 50,0 of 2,0%,0,0,0:31,51%,17 of 38,7 of 8,0 of 1,14 of 35,10 of 12
UFC Fight Night: Lewis vs. Abdurakhimov,"December 09, 2016","Albany, New York, USA",Gerald Meerschaert,Joseph Gigliotti,Gerald Meerschaert,Middleweight,SUB Anaconda Choke,1,4:12,0,5 of 20,25%,6 of 21,1 of 1,100%,0,0,0:39,25%,2 of 16,1 of 1,2 of 3,5 of 20,0 of 0,0,14 of 34,41%,18 of 39,0 of 2,0%,1,0,1:05,41%,13 of 33,1 of 1,0 of 0,8 of 24,3 of 7
UFC Fight Night: Lewis vs. Abdurakhimov,"December 09, 2016","Albany, New York, USA",Juliana Lima,JJ Aldrich,Juliana Lima,Women's Strawweight,U-DEC,3,5:00,0,17 of 33,51%,32 of 50,1 of 2,50%,0,0,2:43,51%,7 of 18,9 of 10,1 of 5,2 of 15,9 of 11,0,7 of 16,43%,27 of 36,0 of 0,---,0,0,0:02,43%,2 of 10,5 of 6,0 of 0,2 of 9,5 of 7
UFC Fight Night: Lewis vs. Abdurakhimov,"December 09, 2016","Albany, New York, USA",Ryan Janes,Keith Berish,Ryan Janes,Middleweight,U-DEC,3,5:00,0,31 of 77,40%,31 of 77,0 of 1,0%,0,0,0:00,40%,22 of 66,1 of 3,8 of 8,30 of 75,1 of 2,0,35 of 94,37%,35 of 94,0 of 0,---,0,0,0:00,37%,23 of 78,7 of 11,5 of 5,32 of 89,3 of 5
UFC Fight Night: Lewis vs. Abdurakhimov,"December 09, 2016","Albany, New York, USA",Marc Diakiese,Frankie Perez,Marc Diakiese,Lightweight,U-DEC,3,5:00,0,8 of 19,42%,8 of 20,0 of 0,---,0,0,0:00,42%,2 of 12,2 of 3,4 of 4,6 of 15,0 of 0,0,4 of 12,33%,12 of 22,4 of 6,66%,0,0,3:27,33%,3 of 9,1 of 2,0 of 1,1 of 7,0 of 0
UFC Fight Night: Lewis vs. Abdurakhimov,"December 09, 2016","Albany, New York, USA",Shane Burgos,Tiago dos Santos e Silva,Shane Burgos,Featherweight,U-DEC,3,5:00,0,13 of 40,32%,14 of 41,1 of 7,14%,0,0,1:37,32%,8 of 30,5 of 9,0 of 1,9 of 31,4 of 9,0,7 of 31,22%,14 of 49,0 of 0,---,0,0,0:00,22%,5 of 28,1 of 2,1 of 1,5 of 27,2 of 4
UFC Fight Night: Lewis vs. Abdurakhimov,"December 09, 2016","Albany, New York, USA",Andrew Sanchez,Trevor Smith,Andrew Sanchez,Middleweight,U-DEC,3,5:00,0,28 of 76,36%,31 of 79,0 of 0,---,0,0,0:16,36%,19 of 66,7 of 8,2 of 2,17 of 62,11 of 14,0,12 of 40,30%,15 of 44,0 of 0,---,0,0,0:14,30%,6 of 34,1 of 1,5 of 5,10 of 38,2 of 2
UFC Fight Night: Lewis vs. Abdurakhimov,"December 09, 2016","Albany, New York, USA",Gian Villante,Saparbeg Safarov,Gian Villante,Light Heavyweight,KO/TKO Punches,2,2:54,1,35 of 69,50%,38 of 72,0 of 0,---,0,0,0:23,50%,29 of 63,2 of 2,4 of 4,23 of 51,2 of 2,0,31 of 98,31%,31 of 98,0 of 0,---,0,0,0:12,31%,25 of 89,5 of 8,1 of 1,29 of 94,2 of 4
UFC Fight Night: Lewis vs. Abdurakhimov,"December 09, 2016","Albany, New York, USA",Randy Brown,Brian Camozzi,Randy Brown,Welterweight,KO/TKO Knee,2,1:25,0,22 of 48,45%,24 of 50,1 of 1,100%,0,0,3:44,45%,12 of 37,6 of 7,4 of 4,11 of 34,1 of 1,0,6 of 22,27%,8 of 24,0 of 0,---,1,0,0:00,27%,1 of 14,0 of 0,5 of 8,5 of 18,0 of 3
UFC Fight Night: Lewis vs. Abdurakhimov,"December 09, 2016","Albany, New York, USA",Justine Kish,Ashley Yoder,Justine Kish,Women's Strawweight,U-DEC,3,5:00,0,23 of 47,48%,23 of 47,0 of 0,---,0,1,1:08,48%,5 of 19,12 of 19,6 of 9,14 of 36,9 of 10,0,14 of 48,29%,21 of 55,1 of 1,100%,0,1,0:26,29%,8 of 34,6 of 13,0 of 1,12 of 41,2 of 7
